le sole risposte utili sono quelle che propongono nuove domande .	las únicas respuestas útiles son las que plantean nuevas preguntas .
dubitare di sé stessi è il primo segno di intelligenza .	dudar de sí mismo es la primera señal de inteligencia .
parli italiano ?	¿ hablas italiano ?
è impossibile per me spiegartelo .	es imposible para mí explicártelo .
mi dimenticherai un giorno .	me olvidarás algún día .
non posso vivere senza tv .	no puedo vivir sin tele .
non riusciamo a dormire dal rumore .	no podemos dormir por el ruido .
hai un preservativo ?	¿ llevas condones ?
sono già le undici .	ya son las once .
sì , un succo d ' arancia , per cortesia , dice mike .	sí , zumo de naranja por favor , dice mike .
che vuoi ?	¿ qué quieres ?
cosa vuoi ?	¿ qué quieres ?
hai bisogno che ti dia dei soldi ?	¿ necesitas que te dé algo de dinero ?
parigi è la più bella città del mondo .	parís es la ciudad más bonita del mundo .
ho un sogno .	tengo un sueño .
io ho un sogno .	tengo un sueño .
ogni cosa inventata è vera .	todo lo que es inventado es verdadero .
sorprendersi , stupirsi , è cominciare a capire .	sorprenderse , extrañarse , es comenzar a entender .
non c ' è dubbio che il tutto è infinito .	no cabe duda de que el universo es infinito .
per essere perfetta le mancava solo un difetto .	para ser perfecta sólo le faltaba un defecto .
eppure , è sempre vero anche il contrario .	y sin embargo , también lo contrario es siempre verdadero .
non vediamo le cose come sono , ma come siamo .	no vemos las cosas según son , sino según somos .
il mondo è una gabbia di matti .	el mundo es una jaula de locos .
mi chiamo jack .	me llamo jack .
mi piace molto .	me gusta mucho .
ci vediamo domani ?	¿ nos vemos mañana ?
ci si vede domani ?	¿ nos vemos mañana ?
come si dice questo in italiano ?	¿ cómo se dice eso en italiano ?
è lontana da qui ?	¿ está lejos de aquí ?
queste non sono le mie cose !	¡ estas cosas no son mías !
grazie , è tutto .	gracias , es todo .
vuoi ballare con me ?	¿ bailas conmigo ?
che ore sono ?	¿ qué hora es ?
da dove vieni ?	¿ de dónde vienes ?
l ' italia è un paese molto bello .	italia es un país muy bonito .
non è colpa mia !	¡ no es culpa mía !
vorrei rimanere per una notte .	me gustaría quedarme por una noche .
mi piacerebbe fermarmi per una notte .	me gustaría quedarme por una noche .
potrebbe compormi il numero ? il telefono è troppo in alto per me .	¿ puedes marcarme el número ? el teléfono está muy alto .
c ' è un ostello della gioventù qui vicino ?	¿ hay algún albergue juvenil cerca de aquí ?
dove sono le docce ?	¿ dónde están las duchas ?
apra la bocca !	¡ abra la boca !
è grave ?	¿ es grave ?
ho perso il mio portafoglio .	he perdido mi monedero .
io sono d ' accordo .	yo estoy de acuerdo .
sono d ' accordo .	yo estoy de acuerdo .
non c ' è amore sprecato .	amar a alguien no es nunca un desperdicio .
la vita è quello che ti succede mentre sei impegnato a fare altri progetti .	la vida es lo que te pasa mientras estás ocupado haciendo otros planes .
non desiderare è lo stesso che avere .	no desear es lo mismo que poseer .
è molto sexy .	es muy sexy .
non sei abbastanza veloce .	no eres lo bastante rápido .
lasciami stare !	¡ déjame en paz !
ci sono troppe cose da fare !	¡ hay demasiadas cosas que hacer !
quanti anni hai ?	¿ cuántos años tienes ?
grazie a te ho perso il mio appetito .	gracias a ti he perdido mi apetito .
chi non conosce questo problema ? !	¿ quién no conoce este problema ?
oggi fa molto caldo .	hoy hace mucho calor .
non è venuto nessuno .	nadie vino .
nessuno è venuto .	nadie vino .
non ho mai visto un frigorifero rosso .	nunca he visto una nevera roja .
meglio essere odiati per quello che si è che essere amati per quello che non si è .	mejor ser odiado por lo que eres que querido por lo que no eres .
guardami quando ti parlo !	¡ mírame cuando te hablo !
cosa sarebbe il mondo senza le donne ?	¿ qué sería del mundo sin las mujeres ?
come ti è venuta in mente questa stupida idea ?	¿ cómo has llegado a esta idea loca ?
chi vuole una cioccolata calda ?	¿ quién quiere chocolate caliente ?
non capisco .	no entiendo .
il conto , per favore .	la cuenta , por favor .
vi devo confessare che russo .	debo admitir que ronco . . .
stasera andiamo in chiesa .	esta noche nos vamos a la iglesia .
come stai ? hai fatto un buon viaggio ?	¿ cómo estás ? ¿ has tenido un buen viaje ?
chiamate la polizia !	¡ llama a la policía !
chiama la polizia !	¡ llama a la policía !
è troppo caro !	¡ es demasiado caro !
le mie scarpe sono troppo piccole , ne ho bisogno di nuove .	mis zapatos son muy pequeños , necesito otros nuevos .
buon natale !	¡ feliz navidad !
non chiedete cosa pensano . chiedete cosa fanno .	no preguntéis lo que piensan . preguntad lo que hacen .
quello che cambia il mondo è la comunicazione , non l ' informazione .	lo que cambia el mundo es la comunicación , no la información .
vorrei fargli un regalo per il suo compleanno .	me gustaría darle un regalo por su cumpleaños .
muoio di fame !	¡ me muero de hambre !
hai amici a antigua ?	¿ tienes amigos en antigua ?
sono sposata e ho due bambini .	estoy casada y tengo dos niños .
suona il piano molto bene .	él toca el piano muy bien .
vorrei studiare a parigi .	me gustaría estudiar en parís .
non sapete chi sono io .	no sabéis quién soy .
perché non mangi la verdura ?	¿ por qué no comes verdura ?
mi spoglio .	me desnudo .
non voglio chiedere la tua mano !	¡ no quiero pedir tu mano !
volere è potere .	querer es poder .
chi cerca trova .	quien busca , encuentra .
abbiamo un papa .	tenemos papa .
trovo molto interessanti le lingue straniere .	encuentro las lenguas extranjeras muy interesantes .
non mi piace imparare i verbi irregolari .	no me gusta aprender los verbos irregulares .
prendi un libro e leggilo !	¡ toma un libro y léelo !
affronta la vita sorridendo !	¡ afronta la vida con una sonrisa !
affronta la vita col sorriso !	¡ afronta la vida con una sonrisa !
mi fai sognare .	tú me haces soñar .
è la pura verità .	es la pura verdad .
fa freddo .	hace frío .
hai ragione .	tienes razón .
l ' hai fatto apposta !	¡ has hecho esto intencionadamente !
non gli hai detto nulla ?	¿ no le has dicho nada ?
sei il mio tipo .	eres mi tipo .
sei irresistibile .	eres irresistible .
mi potresti ritelefonare più tardi , per favore ?	¿ me podrías llamar más tarde por favor ?
con chi parlo ?	¿ con quién hablo ?
la vita è bella !	la vida es bella .
mi piacciono le lasagne .	adoro la lasaña .
ho bisogno del tuo aiuto .	necesito tu ayuda .
stavo rileggendo le lettere che mi hai inviato .	estaba releyendo las cartas que me enviaste .
non voglio andare a scuola .	no quiero ir a la escuela .
è davvero intelligente , vero ?	es realmente inteligente , ¿ verdad ?
troppo tardi .	demasiado tarde .
ho guardato la televisione stamattina .	he mirado la tele esta mañana .
siamo andati a londra l ' anno scorso .	fuimos a londres el año pasado .
mi piace molto il mio lavoro .	me gusta mucho mi trabajo .
ti ho sognato .	he soñado contigo .
ho bisogno di un nuovo computer .	necesito un nuevo ordenador .
io ho bisogno di un nuovo computer .	necesito un nuevo ordenador .
non perderò !	¡ no voy a perder !
le lezioni ricominceranno presto .	las clases empiezan pronto de nuevo .
questa giornata non è stata che una perdita di tempo e di denaro .	este día sólo fue una pérdida de tiempo y de dinero .
sono quasi pronto .	estoy casi listo .
di cosa parli ?	¿ de qué estás hablando ?
voglio una caramella .	quiero un caramelo .
quando si mangia ? ho fame !	¿ cuándo comemos ? ¡ tengo hambre !
ho lezione domani .	tengo clase mañana .
grazie . prego .	gracias . de nada .
grazie . di niente .	gracias . de nada .
è ricco , non ha bisogno di soldi !	es rico , ¡ no necesita dinero !
fanno troppo rumore , non riesco a concentrarmi .	están haciendo demasiado ruido , no puedo concentrarme .
indossava un cappello nero .	llevaba un sombrero negro .
l ' essenza della matematica è la libertà .	la esencia de las matemáticas es la libertad .
voglio essere più indipendente .	quiero ser más independiente .
la matematica non è solo la memorizzazione di formule .	la matemática no es simplemente la memorización de fórmulas .
uno , due , tre , quattro , cinque , sei , sette , otto , nove , dieci .	uno , dos , tres , cuatro , cinco , seis , siete , ocho , nueve , diez .
dove sono i bagni ?	¿ dónde están los servicios ?
l ' essenza della libertà è la matematica .	la esencia de la libertad son las matemáticas .
di quante ore di sonno hai bisogno ?	¿ cuántas horas de sueño necesitas ?
ogni persona è un mondo .	cada persona es un mundo .
la libertà non è gratuita .	la libertad no es gratis .
come provocare il desiderio di una donna ?	¿ cómo provocar el deseo de una mujer ?
dove sei ?	¿ dónde estás ?
dove vai ?	¿ adónde vas ?
il formaggio è un alimento solido fabbricato a partire dal latte di mucca , di capra , di pecora e di altri mammiferi .	el queso es un alimento sólido elaborado a partir de la leche de vaca , cabra , oveja u otros mamíferos .
ci sono molte cose che non sai sulla mia personalità .	hay muchas cosas que no sabes sobre mi personalidad .
tutti meritano una seconda possibilità .	todo el mundo se merece una segunda oportunidad .
qual è il vantaggio di questa tecnologia ?	¿ cuál es la ventaja de esta tecnología ?
l ' uomo propone ma dio dispone .	el hombre propone , dios dispone .
quando parli con gli altri , lo fai con le braccia incrociate .	cuando hablas con los demás , lo haces con los brazos cruzados .
completa il modulo seguente per sapere cosa potresti essere stato nella tua vita precedente .	completa el siguiente formulario para saber quién pudiste haber sido en tu anterior vida .
gonzales regala una bicicletta a tutti i suoi impiegati in europa .	gonzález regala una bicicleta a todos sus empleados en europa .
non bisogna preparare un piatto diverso per ogni persona .	no hay que preparar un plato diferente para cada persona .
mi è stato detto che sono pragmatico , e lo sono .	me han dicho que soy pragmático , y lo soy .
preferisco cercare una soluzione ai problemi , non solo denunciarli .	prefiero buscarle solución a los problemas , no sólo denunciarlos .
continui ancora a chiederti qual è il senso della vita ?	¿ aún te sigues preguntando cuál es el sentido de la vida ?
quando si può dire che una persona ha problemi di alcol ?	¿ cuándo se puede decir que una persona tiene problemas con el alcohol ?
ricordati che siamo tutti sulla stessa barca .	¡ recordad que estamos todos en el mismo barco !
verifica che il tuo username e la tua password siano scritti correttamente .	verifica que tu usuario y contraseña estén escritos correctamente .
non dimenticarti di noi !	¡ no te olvides de nosotros !
il tempo è passato molto rapidamente .	el tiempo ha pasado rapidísimo .
qual è la vostra valigia ?	¿ cuál es su maleta ?
ho la tosse e un po ' di febbre .	tengo tos y un poco de fiebre .
apri l ' armadio di sinistra , le bottiglie sono lì .	abre el armario de la izquierda , allí están las botellas .
ha un ' esperienza professionale ?	¿ tiene experiencia profesional ?
vorrei provare la gonna blu a righe .	me gustaría probarme la falda azul rayada .
quanto si dà di mancia in spagna ?	¿ cuánto se da de propina en españa ?
chi ha dipinto questo quadro ?	¿ quién ha pintado este cuadro ?
a quest ' ora , c ' è un traffico incredibile .	a esta hora hay un tráfico increíble .
noi uomini siamo abituati ad aspettare le donne .	los hombres estamos acostumbrados a esperar a las mujeres .
voglio recuperare i miei oggetti di valore .	quiero recuperar mis objetos de valor .
sono incinta di quattro mesi .	estoy embarazada de cuatro meses .
abbiamo bisogno di un ' ambulanza .	necesitamos una ambulancia .
do da mangiare al mio gatto tutte le mattine e tutte le sere .	todas las mañanas y todas las noches le doy de comer a mi gato .
generalmente chi visita di più i propri genitori , i figli o le figlie ?	¿ generalmente quién visita más a sus padres , los hijos o las hijas ?
ogni sforzo merita una ricompensa .	todo esfuerzo merece una recompensa .
ho bisogno di un tuo consiglio .	necesito tu consejo .
ride bene chi ride ultimo .	quien ríe último , ríe mejor .
da dove vieni ?	¿ de dónde eres ?
qui casca l ' asino .	ahí está la madre del cordero .
non lo conosco .	no le conozco .
la parola è d ' argento ma il silenzio è d ' oro .	la palabra es plata y el silencio oro .
assioma di cole : la somma dell ' intelligenza sulla terra è costante ; la popolazione è in aumento .	el axioma de cole : la suma de la inteligencia de la humanidad es constante ; la población crece .
meglio tardi che mai .	más vale tarde que nunca .
non si può cantare e portare croce .	no se puede estar en misa y repicando .
di notte tutti i gatti sono grigi .	de noche todos los gatos son pardos .
chi va via perde il posto all ' osteria .	quien fue a sevilla perdió su silla .
chi va a roma perde la poltrona .	quien fue a sevilla perdió su silla .
nessuna nuova , buona nuova .	si no hay noticias , son buenas noticias .
ti sta bene .	lo tienes bien merecido .
i muri hanno orecchie .	las paredes oyen .
faccia come se fosse a casa sua .	está usted en su casa .
ecco il ragazzo a cui penso .	este es el chico en quien pienso .
firenze è la città più bella d ' italia .	florencia es la ciudad más bonita de italia .
dove abiti ?	¿ dónde vives ?
voglio andare all ' estero .	quiero ir al extranjero .
so pelare una mela .	sé pelar una manzana .
parlando in generale , ai ragazzi piacciono le ragazze con i capelli lunghi .	en general a los chicos les gustan las chicas de cabello largo .
nel mio quartiere c ' è un grande supermercato .	en mi barrio hay un gran supermercado .
l ' australia è più piccola del sudamerica .	australia es más pequeña que sudamérica .
questo è un libro sulle stelle .	es un libro acerca de las estrellas .
in una realtà tridimensionale , forze come l ' elettromagnetismo operano solo in tre dimensioni e si comportano secondo le leggi tradizionali della fisica .	en una realidad tridimensional , fuerzas como el electromagnetismo operan sólo tridimensionalmente y se comportan según las leyes tradicionales de la física .
mia zia ha tre bambini .	mi tía tiene tres hijos .
non abbiamo scuola oggi .	no tenemos clase hoy .
anche yamamoto è uno dei miei amici .	yamamoto también es uno de mis amigos .
sta leggendo un libro ? sì .	¿ está ella leyendo un libro ? sí .
felice anno nuovo !	¡ feliz año nuevo !
gli spagnoli hanno due cognomi .	los españoles tienen dos apellidos .
rosa montero è una donna straordinaria .	rosa montero es una mujer extraordinaria .
rubén è il padre di tre bambini .	rubén es padre de tres hijos .
una vita senza amore non ha assolutamente alcun senso .	una vida sin amor no tiene ningún sentido .
sei vicino a me , adesso tutto va bene .	estás a mi lado , ahora todo está bien .
mi piace viaggiare .	me gusta viajar .
vivo con i miei genitori .	yo vivo con mis padres .
non capisco il tedesco .	no entiendo el alemán .
sono paul , il tuo compagno di stanza .	soy paul , tu compañero de habitación .
tale padre , tale figlio .	de tal palo , tal astilla .
l ' auto si è schiantata contro il muro .	el coche se estrelló contra la pared .
non è del tutto esatto .	no es del todo exacto .
dove sono i miei occhiali ?	¿ dónde están mis gafas ?
paco disegna panorami di città .	paco dibuja panoramas de ciudades .
roma non fu fatta in un giorno .	no se ganó zamora en una hora .
a lui piace viaggiare . anche a me .	le gusta viajar . a mí me gusta también .
lo sport fa bene alla salute .	el deporte es bueno para la salud .
non ho voglia di studiare .	no tengo ganas de estudiar .
quel progetto sta procedendo lentamente .	ese plan avanza muy despacio .
non è lontano da parigi .	no está lejos de parís .
non è lontana da parigi .	no está lejos de parís .
gennaio è il primo mese dell ' anno .	enero es el primer mes del año .
ieri abbiamo giocato a baseball .	ayer jugamos al béisbol .
studiamo inglese da tre anni .	llevamos tres años estudiando inglés .
ho una bicicletta .	tengo una bicicleta .
non riagganci e aspetti un momento , per favore .	no cuelgue y espere un momento , por favor .
dove sta correndo ora ?	¿ dónde está corriendo él ahora ?
chi è lui ?	¿ quién es él ?
abbiamo giocato secondo le nuove regole .	jugamos según las nuevas reglas .
ero abituato al caldo .	estaba acostumbrado al calor .
vado a scuola perché voglio imparare .	voy a la escuela porque quiero aprender .
la mia bici ha bisogno di essere riparata .	mi bicicleta necesita una reparación .
non vale la pena riparare questa macchina .	no merece la pena reparar ese coche .
la pizza è il mio cibo preferito .	la pizza es mi comida favorita .
corri più veloce che puoi .	corre lo más rápido que puedas .
l ' ho visto correre .	lo vi correr .
lo vidi correre .	lo vi correr .
ho passato molte ore a leggere libri .	pasé muchas horas leyendo libros .
sta nevicando .	está nevando .
il riso è venduto al chilo .	el arroz se vende por kilos .
il riso è venduto al kilo .	el arroz se vende por kilos .
il riso è venduto al chilogrammo .	el arroz se vende por kilos .
il riso è venduto al kilogrammo .	el arroz se vende por kilos .
il monte fuji è la montagna più alta del giappone .	el monte fuji es la montaña más alta de japón .
lui si sedette vicino a lei .	él se sentó junto a ella .
benvenuto in giappone .	bienvenido a japón .
il giappone è un paese insulare .	japón es un país insular .
il giappone è un paese industrializzato .	japón es un país industrial .
non voleva separarsi dalla sua famiglia .	él no quería separarse de su familia .
ha rinunciato a viaggiare all ' estero .	él ha renunciado a viajar al extranjero .
riconobbe di aver commesso un errore .	ella reconoció haber cometido un error .
dove hai comprato quelle scarpe ?	¿ dónde compraste esos zapatos ?
sua moglie è francese .	su mujer es francesa .
lei sa parlare spagnolo .	ella sabe hablar español .
ho perso la mia chiave .	he perdido la llave .
ho scritto una lettera in inglese .	escribí una carta en inglés .
mi sento bene oggi .	hoy me siento bien .
è stato il giorno più bello della mia vita .	ese fue el mejor día de mi vida .
ti do la mia parola .	te doy mi palabra .
è stato un piacere incontrarla , sig . tamori .	fue un placer conocerlo , señor tamori .
questo non è totalmente falso .	eso no es completamente falso .
lascia quel lavoro agli esperti .	deja ese trabajo a los expertos .
non c ' è alcuna prova .	no hay evidencia .
quando fui messo di fronte all ' evidenza , dovetti ammettere che era lui il colpevole .	cuando estuvo frente a la evidencia , tuvo que admitir que él era el culpable .
questo è il cinema dove vediamo film stranieri .	este es el cine donde vemos películas extranjeras .
non mostra entusiasmo per il suo lavoro .	ella no muestra entusiasmo por su trabajo .
lei ha un gatto . il gatto è bianco .	ella tiene un gato . el gato es blanco .
lei ha due gatti . uno è nero e l ' altro è bianco .	ella tiene dos gatos . uno es negro y el otro es blanco .
stava bruciando dalla febbre .	ella estaba ardiendo de fiebre .
qual è la data di oggi ?	¿ cuál es la fecha de hoy ?
mi scusi , mi sono perso .	disculpa , estoy perdido .
di nulla .	de nada .
non lavoro .	yo no trabajo .
io non lavoro .	yo no trabajo .
io lavoro .	yo trabajo .
lui è povero .	él es pobre .
è ostinata .	ella es una persona obstinada .
è testarda .	ella es una persona obstinada .
pare che jack sia malato .	al parecer jack está enfermo .
questo è quello che voglio .	esto es lo que quiero .
jim l ' accompagnò al piano .	jim la acompañó en el piano .
quando sei tornato dal tuo viaggio ?	¿ cuándo volviste de tu viaje ?
c ' è un gatto sotto la scrivania .	hay un gato bajo el escritorio .
perché hai dipinto la panchina di rosso ?	¿ por qué pintaste la banca de rojo ?
mi serve prima di domani .	lo necesito antes de mañana .
ne ho bisogno prima di domani .	lo necesito antes de mañana .
mio padre ha preso tre pesci ieri .	mi padre atrapó tres peces ayer .
in agosto non ci sono lezioni .	en agosto no hay clases .
vorrei solo che potessimo andar via da questo posto orribile .	ojalá pudiéramos irnos de este horrible lugar .
l ' immagine rende meglio da lontano .	la imagen se ve mejor de lejos .
picasso è un artista famoso che conoscono tutti .	picasso es un artista famoso que todos conocen .
perché sei venuto in giappone ?	¿ por qué viniste a japón ?
l ' inglese è diventato una lingua internazionale .	el inglés se ha convertido en un idioma internacional .
lo convinsi ad abbandonare l ' idea .	lo convencí para que abandonara la idea .
sbrigati , o perderai il treno .	apúrate , o perderás el tren .
questa medicina ti farà bene .	esta medicina te hará bien .
potresti smettere di parlare ?	¿ podrías dejar de hablar ?
naoko vive in quella casa bianca .	naoko vive en esa casa blanca .
piove .	llueve .
il film era così triste che tutti hanno pianto .	la película era tan triste que todos lloraron .
ad esempio , quanti campioni ?	por ejemplo , ¿ cuántas muestras ?
lui ha abbattuto quell ' albero di ciliegio .	él cortó ese cerezo .
queste sono notizie interessanti .	esas son noticias interesantes .
lavati le mani col sapone .	lávate las manos con jabón .
è partito .	él está borracho .
sydney è lontana da qui .	sidney está lejos de aquí .
mio padre è morto di cancro ai polmoni .	mi padre murió de cáncer de pulmón .
mio padre morì di cancro ai polmoni .	mi padre murió de cáncer de pulmón .
in generale le auto giapponesi sono popolari all ' estero .	en general los coches japoneses son populares en el extranjero .
i bambini entrarono nella stanza correndo .	los niños entraron corriendo en la habitación .
quali erano le previsioni meteo ?	¿ cuál era el pronóstico del tiempo ?
ho una domanda .	tengo una pregunta .
devi lavorare di più .	debes trabajar más .
nessuno mi ha aiutato .	nadie me prestó ayuda .
bisogna lavarsi le mani prima dei pasti .	hay que lavarse las manos antes de las comidas .
suo padre lo chiama tom .	su padre lo llama tom .
fingevano l ' ignoranza .	fingieron no saberlo .
voglio un buon dizionario .	quiero un buen diccionario .
dov ' è il bagno ?	¿ dónde está el baño ?
era davvero tanto tempo che non ci vedevamo .	sí que hacía tiempo que no nos veíamos .
si sono divertiti a giocare ai videogiochi .	se divirtieron jugando a videojuegos .
non ho molti soldi .	no tengo mucho dinero .
non ho molto denaro .	no tengo mucho dinero .
nel giardino ci sono molti fiori .	en el jardín hay muchas flores .
questi sono i nostri libri .	estos son nuestros libros .
vado in francia a studiare pittura .	me voy a francia a estudiar pintura .
accada quel che accada , sono preparato all ' idea .	ocurra lo que ocurra , ya me he hecho a la idea .
cominciò a parlare al cane .	ella empezó a hablarle al perro .
si sentì tremare le ginocchia .	ella sintió como le temblaban las rodillas .
fai come credi .	haz lo que quieras .
pittori come picasso sono rari .	existen escasos pintores como picasso .
questo libro è tuo .	este libro es tuyo .
ha un buon odore .	eso huele bien .
vado a fare il bagno .	voy a bañarme .
sei troppo giovane per viaggiare da solo .	eres demasiado joven para viajar solo .
credo che domani non pioverà .	creo que mañana no lloverá .
oggi lei si sente male .	ella se siente mal hoy .
la terra gira intorno al sole .	la tierra gira alrededor del sol .
questa è una foto recente ?	¿ esta foto es reciente ?
davvero ? perché ?	¿ de verdad ? ¿ por qué ?
cosa pensi del tempura alle verdure ?	¿ qué tal la tempura de verduras ?
studiò il volo degli uccelli .	él estudió el vuelo de los pájaros .
ha studiato il volo degli uccelli .	él estudió el vuelo de los pájaros .
no , però gioco a tennis .	no , pero juego al tenis .
non attraversare la strada correndo .	no cruces la calle corriendo .
l ' arcobaleno ha sette colori .	el arcoíris tiene siete colores .
mi fa male la testa .	me duele la cabeza .
ho mal di testa .	me duele la cabeza .
mia madre lavorava con tutta l ' anima per tirarci su .	mi madre trabajaba con toda el alma para criarnos .
ha una figlia pianista .	ella tiene una hija pianista .
spiegherò in dettaglio la settimana prossima .	la semana que viene lo explicaré en detalle .
mio padre mi ha comprato questo cappello .	mi padre me compró este sombrero .
mio padre mi comprò questo cappello .	mi padre me compró este sombrero .
lei doveva parlargli di una certa cosa .	ella tenía que hablar con él .
scrisse molte poesie .	ella escribió muchos poemas .
parlare inglese è utile .	hablar inglés es útil .
l ' astronomia è la scienza dell ' universo .	la astronomía es la ciencia del universo .
diffondi l ' esperanto !	¡ difunde el esperanto !
lei sembra stanca .	ella parece cansada .
il fine giustifica i mezzi .	el fin justifica los medios .
ho scritto questo libro .	yo he escrito este libro .
