on był zadowolony słysząc to .	él estaría contento de escuchar eso .
byliśmy zaniepokojeni o dziadka i babcie .	estamos preocupados por el abuelito y la abuelita .
nie mamy dziś lekcji .	no tenemos clase hoy .
mój zegarek wymaga naprawy .	mi reloj necesita una reparación .
yamamoto również jest jednym z moich przyjaciół .	yamamoto también es uno de mis amigos .
w następną niedzielę odwiedzimy naszą ciotkę .	el próximo domingo iremos a visitar a nuestra tía .
zabawnie byłoby patrzeć , jak świat zmienia się z upływem lat .	sería divertido ver cómo las cosas cambian a través de los años .
mieszkam z rodzicami .	yo vivo con mis padres .
kto milczy , zgadza się .	quien calla otorga .
gdzie są moje okulary ?	¿ dónde están mis gafas ?
czy pan jones jest w biurze ?	¿ está el sr . jones en la oficina ?
wiele osób zginęło w wyniku wybuchu .	numerosas personas murieron por la explosión .
to niedaleko od paryża .	no está lejos de parís .
większość ofiar palenia nie paliła dużo .	la mayoría de los fallecidos a causa del tabaco no eran fumadores empedernidos .
byłoby nierozsądnie , może wręcz głupio , rzucać pierwszą pracę po pół roku .	ni que decir tiene que dejar el primer empleo después de apenas seis meses es una estupidez .
po przyjeździe na dworzec zadzwoniłem do kolegi .	al llegar a la estación , telefoneé a mi amigo .
miał na sobie niebieski płaszcz .	él llevaba un abrigo azul .
nie wiem , kiedy on przyjdzie .	no sé cuándo vendrá él .
mam nadzieję , że tym razem wszystko pójdzie dobrze .	ojalá no nos salga nada mal esta vez .
jeśli znajdziecie wspólne zainteresowania , jakoś pójdzie .	si encontráis cosas que os interesen mutuamente , podréis llevaros bien .
nie musisz siedzieć do końca .	pero no es necesario quedarse hasta el final .
pizza to moje ulubione danie .	la pizza es mi comida favorita .
gdybym miał skrzydła , poleciałbym , by ją ratować .	ojalá tuviera alas para volar , y poder ir a rescatarla .
miała długie blond włosy .	ella tenía el cabello largo y rubio .
ten nowy kraj jest pod gospodarczym wpływem japonii .	ese nuevo país está bajo la influencia económica de japón .
okłamał mnie .	él me mintió .
on kompletnie nie potrafi pływać , ale w nartach jest najlepszy .	él no sabe nadar en absoluto , pero esquiando es el número uno .
proszę mi to zamienić .	cámbiemelo por otro , por favor .
możesz zdradzić , ile ważysz ?	¿ le importa decirme su peso ?
ryż sprzedaje się na kilogramy .	el arroz se vende por kilos .
jej ojciec jest japończykiem .	el padre de ella es japonés .
mój młodszy brat jeszcze śpi .	mi hermano menor aún duerme .
był nagi od pasa w górę .	él estaba desnudo de cintura hacia arriba .
jestem najmłodszy w rodzinie .	soy el benjamín de la familia .
jeden z mych kuzynów ma żonę pisarkę .	uno de mis primos está casado con una novelista .
proszę wysłać to poleconym .	esto por correo certificado , por favor .
lepszy wróbel w garści niż gołąb na dachu .	más vale pájaro en mano que ciento volando .
jak się pisze słowo pretty ?	¿ cómo se deletrea bonita ?
kto wynalazł telefon ?	¿ quién inventó el teléfono ?
długo czekaliśmy w parku .	esperamos mucho tiempo en el parque .
wiem , że on to zrobił .	sé que él hizo eso .
to był najlepszy dzień mojego życia .	ese fue el mejor día de mi vida .
on nie chce , żebyś mu mówił o swoim życiu seksualnym .	él no quiere que le hables sobre tu vida sexual .
jesteś ostatnią osobą , którą spodziewałem się tu zobaczyć .	eres la última persona que habría pensado encontrar aquí .
dowody przemawiały przeciwko mnie .	la evidencia estaba en mi contra .
dowody są jednoznaczne .	la evidencia es clara .
nie jest entuzjastycznie nastawiona do swojej pracy .	ella no muestra entusiasmo por su trabajo .
kiedy będę się do ciebie wybierał , dam znać wcześniej .	te avisaré con anticipación cuando te vaya a visitar .
ojciec gestem kazał mi wyjść z pokoju .	mi padre me hizo un gesto que abandonara el cuarto .
mój ojciec przestał pić .	mi padre dejó de beber .
czas na kolację .	¡ es hora de cenar !
mieszkał w domu ciotki .	él se quedó en la casa de su tía .
zatrzymał się w domu swojej ciotki .	él se quedó en la casa de su tía .
ona jest uparta .	ella es una persona obstinada .
rozsądne jest , byś spłacał co miesiąc kartę kredytową .	tiene sentido que pagues el balance de tu tarjeta de crédito todos los meses .
najlepszym sposobem poznania kraju jest pojechać i zobaczyć go na własne oczy .	la mejor forma de saber cómo es un país es ir y verlo con tus propios ojos .
myślę , że john nie nadaje się do tej pracy .	no creo que john esté capacitado para ese trabajo .
moi rodzice odwieźli wujka na lotnisko .	mis padres fueron a dejar a mi tío al aeropuerto .
on nie wstaje wcześnie .	no se levanta temprano .
ten rachunek się nie zgadza .	estos cálculos no calzan .
człowiek , który tam czyta gazetę , to mój wuj .	el hombre que está allá leyendo un diario es mi tío .
nie wstał wcześnie .	no se levantó temprano .
pracował z całych sił .	él trabajó con todo su esfuerzo .
gdybym miał więcej pieniędzy , kupiłbym to .	si hubiese tenido un poco más de dinero , lo habría comprado .
ona używa imienia yotchan .	ella se hace llamar yotchan .
jackowi tym razem na pewno się uda .	jack de seguro lo logrará esta vez .
gdyby ted tu był , pomógłby nam sprzątać nasz pokój .	si ted estuviese aquí , podría ayudarnos a limpiar el cuarto .
możliwe , że luciano zdobędzie głosy , ale wciąż brak mu doświadczenia .	puede que luciano tenga gran apoyo popular , pero todavía le falta experiencia .
twoje zachowanie jest niezgodne z moimi oczekiwaniami .	tu comportamiento está lejos de mis expectativas .
jak gry komputerowe mogą nas zainspirować do tworzenia lepszych aplikacji e-learningowych ?	¿ cómo puede el entretenimiento electrónico inspirarnos para crear mejores aplicaciones de aprendizaje electrónico ?
jak wygląda statek kosmiczny ?	¿ qué aspecto tiene un dirigible ?
skoro tak mówisz , muszę w to wierzyć .	tengo que creerlo porque tú lo dices .
on zawsze spaceruje z książką w ręku .	él siempre pasea con un libro en la mano .
mało ludzi ma dwa samochody .	apenas hay gente que tenga dos coches .
zaciągnął w banku pożyczkę na zakup domu .	él pidió prestado dinero al banco para comprar una casa nueva .
został wygnany z kraju .	él fue exiliado de su país .
bob z przyjemnością obserwuje owady .	bob disfruta con la observación de insectos .
nie jestem przekonany , czy jestem w stanie to zrobić .	no me sentía con confianza de poder hacer eso .
widzisz tam jakiegoś policjanta ?	¿ ves la figura de algún policía ahí enfrente ?
jestem policjantem z zawodu .	mi profesión es agente de policía .
pijesz alkohol ?	¿ bebes alcohol ?
pojechała do paryża , by zobaczyć się z ciotką .	ella fue a parís con objeto de ver a su tía .
zmarła dość nagle .	él falleció repentinamente .
ojciec woła na niego tom .	su padre lo llama tom .
pomagała matce z własnej inicjatywy .	ella ayudó a su madre por propia iniciativa .
to raczej znajoma niż przyjaciółka .	ella , más que una amiga , es una conocida .
ona wierzy we wszystko , co on mówi .	ella cree todo lo que él dice .
nie mam dużo pieniędzy .	no tengo mucho dinero .
czy są przewodniki po japońsku ?	¿ tiene la guía en japonés ?
to nasz najbliższy sąsiad .	él es la persona que vive al lado nuestro .
żaden z tych obrazów mi się nie podoba .	ninguna de esas pinturas me gusta .
czy długo na mnie czekałeś ?	¿ te he hecho esperar mucho ?
zapytał mnie , czy nie znam jej numeru telefonu .	me preguntó si yo sabía el número de teléfono de ella .
jego córka wyrosła na piękną kobietę .	su hija se ha hecho una bella mujer .
rób co tylko chcesz .	haz lo que quieras .
warto odwiedzić kioto .	merece la pena visitar kioto .
nie ma wielu malarzy jak picasso .	existen escasos pintores como picasso .
ten tekst przeznaczony jest dla początkujących .	este texto está dirigido a principiantes .
meg przygotowuje śniadanie .	meg está preparando el desayuno .
w zeszłym tygodniu był chory .	la semana pasada él estuvo enfermo .
kiedy się śmieje , robią się jej urocze dołeczki .	a ella le salen unos hoyuelos encantadores cuando se ríe .
wiał silny wiatr .	el viento soplaba violentamente .
odpowiedzcie , kiedy usłyszycie swoje imię .	contestad cuando se os llame por vuestro nombre .
oboje mają się nieźle .	ambas están bien .
mam ojca , matkę i młodszego brata .	tengo padre , madre y hermana menor .
wyglądała zdrowiej niż ostatnio .	ella parecía más animada que antes .
matka przyjechała po niego samochodem .	su madre vino para recogerlo en coche .
masz dobrą pamięć .	tienes buena memoria .
koszty życia w japonii spadają .	el coste de la vida en japón está bajando .
on jest sławnym fizykiem nie tylko w japonii , ale na całym świecie .	él es un físico famoso no sólo en japón , sino en todo el mundo .
czy kazałeś posprzątać pokój ?	¿ ha ordenado que se limpie la habitación ?
tęcza ma siedem kolorów .	el arcoíris tiene siete colores .
lubię jej śmiech .	me gusta la forma de reír de ella .
znalazła niezły sposób zarabiania w internecie .	a ella se le ocurrió un buen método para ganar dinero en internet .
wzięła jego książkę .	ella agarró su libro .
nie zmrużył oka .	él no pegó ojo .
powiedział mi , bym bardziej uważał .	él me dijo que tuviera más cuidado .
on wyjeżdża za trzy dni .	él partirá en tres días .
czasami mnie odwiedza .	él viene a verme a veces .
nie ma przyjaciół , z którymi mógłby pogadać .	él no tiene amigos con los que charlar .
co robimy na obiad ?	¿ qué hacemos para cenar ?
mówienie po angielsku jest przydatne .	hablar inglés es útil .
dokonał tego nieuczciwymi metodami .	él empleó métodos injustos para eso .
był kompletnie pijany .	él estaba totalmente borracho .
on ma zawsze bardzo praktyczne pomysły .	sus ideas son siempre muy prácticas .
nie lubię sposobu w jaki on mówi .	no me gusta la forma en que él habla .
komitet był podzielony na pięć sekcji .	el comité se dividió en cinco secciones .
jest też piękna .	también es bella .
mój ojciec jest w podróży za granicą .	mi padre está de viaje internacional .
zapytaj go , czy mówi po japońsku .	pregúntale si habla japonés .
czy on umie grać na fortepianie ?	¿ él sabe tocar el piano ?
powiedział prawdę .	él decía la verdad .
światu kończy się ropa naftowa .	el mundo está agotando el petróleo .
zapytam inaczej .	lo preguntaré de otro modo .
to silny człowiek .	él es fuerte .
kwitną róże w ogrodzie .	las rosas del jardín están floreciendo .
boję się oślepnięcia .	temo quedarme ciego .
pracuje nad swoją nową książką już dwa miesiące .	él lleva dos meses bregando con su nuevo libro .
wygląda pięknie , jak zawsze .	ella está tan bella como siempre .
zostawił otwarte drzwi .	él dejó la puerta abierta .
nie mogę znieść , że ona tak cierpi .	no puedo verla sufrir así .
uczył historii w szkole .	él enseñaba historia en la escuela .
jasne , że ci pomoże .	seguro que él te ayudará .
ona nie gra na fortepianie .	ella no sabe tocar el piano .
przegrana drużyna powoli opuściła boisko .	el equipo perdedor dejó el estadio lentamente .
on swe porażki często przypisuje pechowi .	él suele achacar sus fracasos a la mala suerte .
idą trzymając się za ręce .	los dos caminan cogidos de la mano .
nie był w stanie dotrzymać obietnicy danej ojcu .	él no pudo cumplir la promesa que hizo a su padre .
czy dostawa jest płatna ?	¿ el reparto es gratuito ?
statystyki pokazują , że nasz poziom życia podniósł się .	las estadísticas indican que nuestro nivel de vida ha ascendido .
jestem bardzo wdzięczny za twoja pomoc .	te estoy muy agradecido por la ayuda .
chyba nie ma żadnej potrzeby , by iść .	parece que no hay ninguna necesidad de ir .
nie wolno naruszać konstytucji .	no debe violarse la constitución .
on kupił parę butów .	él compró un par de zapatos .
pożar strawił miasto .	ese incendio abrasó toda la ciudad .
pooglądajmy tu telewizję .	veamos la televisión aquí .
rozpoznała tę broszkę jako swoją , zgubioną dwa-trzy miesiące temu .	ella reconoció ese broche como el que había perdido dos o tres meses antes .
biegł tak szybko , że nie mogliśmy go dogonić .	él corría tan rápido que no pudimos alcanzarlo .
ten zapaśnik złamał w walce prawą nogę .	ese luchador se fracturó la pierna derecha en un combate .
w pobliżu nie było nikogo .	no había nadie alrededor .
złoto jest cenniejsze niż żelazo .	el oro es aún más preciado que el hierro .
on mówi płynnie po angielsku .	él habla inglés con fluidez .
pokazała mi swój nowy samochód .	ella me enseñó su coche nuevo .
co je ken ?	¿ qué está comiendo ken ?
co ken je ?	¿ qué está comiendo ken ?
co to było ? podobno ostre zapalenie wyrostka .	¿ qué tal fue ? dicen que es apendicitis aguda .
wystarczy na dzisiaj .	dejémoslo aquí por hoy .
siedzieli w cieniu drzewa .	se sentaron a la sombra de un árbol .
w wyrazie ' tomorrow ' akcent pada na drugą sylabę .	la palabra tomorrow lleva el acento en la segunda sílaba .
wygląda identycznie jak jego starszy brat .	él es idéntico a su hermano mayor .
częstuj się owocami .	come toda la fruta que quieras .
o kim mówisz ?	¿ de quién hablas ?
co znaczy to słowo ?	¿ qué significa esta palabra ?
co oznacza to słowo ?	¿ qué significa esta palabra ?
obudziłem się w nocy trzy razy .	me desperté tres veces durante la noche .
uwaga na kieszonkowców .	cuidado con los carteristas .
dużo się uczył , ale oblał egzamin .	él estudió muy duro , pero suspendió el examen .
mogę prosić o drobne ?	¿ podría darme cambio ?
szwajcaria to kraj neutralny .	suiza es un país neutral .
powiedziałem , że może padać .	dije que era posible que lloviera .
przyjechali do anglii tydzień temu .	ellos llegaron a inglaterra hace una semana .
ona umie wysoko skakać .	ella puede saltar alto .
lubisz filmy sf ?	¿ te gustan las películas de ciencia ficción ?
to ciekawa książka .	este es un libro interesante .
jestem znacznie młodszy od ciebie .	soy mucho más joven que tú .
w kioto jest wiele miejsc wartych obejrzenia .	en kioto hay muchos sitios dignos de ver .
czy jest stolik na pięć osób ?	¿ tiene asientos para cinco personas ?
cóż za przepiękny most !	qué grandioso era aquel puente .
to świetny pomysł .	esa es una buena idea .
co robisz przed śniadaniem ?	¿ qué haces antes del desayuno ?
siedziała pod drzewem .	ella estaba sentada bajo un árbol .
błękit jej oczu kontrastuje ze śniadą karnacją .	el azul de los ojos de ella resalta sobre su piel ligeramente oscura .
tom lubi pływać .	a tom le gusta nadar .
dała mu zegarek .	ella le dio un reloj .
nagły wzrost importu zaskoczył nas .	el repentino incremento en las importaciones nos sorprendió .
znasz ją ?	¿ la conoces a ella ?
chciałbym dołączyć do waszej grupy .	quisiera unirme a vuestro grupo .
mam nadzieję , że spotkamy się w japonii .	estoy deseando verte en japón .
nie było innej rady jak czekać .	no tenía otro remedio que esperar .
siedział z zamkniętymi oczami .	se sentó allí cerrando los ojos .
telewizor był kiedyś luksusem .	la televisión era un lujo antiguamente .
zacznijmy od piwa .	empecemos por una cerveza .
zgubiłem się , a na domiar złego zaczęło padać .	me perdí , y para colmo empezó a llover .
studiował angielski , a następnie matematykę .	después de estudiar inglés , estudié matemáticas .
policjanci wkroczyli do baru .	la policía irrumpió en el bar .
to wuj go wykształcił .	él fue educado por su tío .
co jest stolicą stanów zjednoczonych ?	¿ cuál es la capital de eeuu ?
nie jesteś już dzieckiem .	ya no eres un niño .
obciął się .	el fue a cortarse el pelo .
w przyszłym roku kapelusze wejdą w modę .	el año próximo estarán los sombreros de moda .
bardzo się starał , ale w końcu przegrał .	él se esforzó , pero finalmente perdió .
możesz mi pomóc ?	¿ podrías ayudarme ?
prognoza na dzisiaj się sprawdziła .	el pronóstico del tiempo acertó hoy .
wszyscy śpiewali razem w chórze .	todos cantaron juntos en coro .
wciąż jest wściekły .	él está enfadado todavía .
wydał huczne przyjęcie .	él celebró una fiesta a lo grande .
to wydawnictwo specjalizuje się w literaturze dziecięcej .	esa editorial está especializada en literatura infantil .
na świecie są cztery oceany .	en el mundo hay cuatro océanos .
rzeczywiście jest bogaty , ale nie jest rzetelny .	él es rico sin duda , pero no confío en él .
ten dom wcale nie jest wygodny do mieszkania .	esta casa no es en absoluto cómoda para vivir .
nie wiesz jak to jest być biednym .	tú no sabes lo que es ser pobre .
cały dzień oglądał telewizję .	él estuvo viendo la tele todo el día .
dogadali się z wrogiem .	llegaron a un acuerdo con el enemigo .
wczoraj wieczorem ugotowała zupę jarzynową .	ella preparó sopa de verduras anoche .
zawsze byli dobrymi przyjaciółmi .	ellos fueron siempre buenos amigos .
jest niezależny od rodziców .	él está independizado de sus padres .
na kogo czekasz ?	¿ a quién esperas ?
poproszę przewodnik po chicago .	quiero una guía de chicago .
helen przyjechała do japonii w ubiegłym roku .	helen vino a japón el año pasado .
kanarek to ptaszek , hodowany niekiedy jako maskotka .	un canario es un pajarillo que la gente a veces cría como mascota .
ona zawsze chlubi się swymi dokonaniami akademickimi .	ella está siempre presumiendo de su historial académico .
obiad jem zwykle tam .	almuerzo ahí normalmente .
podniósł rękę , by zatrzymać taksówkę .	él levantó la mano intentando parar un taxi .
myślę , że to lekarstwo na ciebie zadziała .	creo que esta medicina te hará efecto .
myślę , że on ma rację .	creo que él tiene razón .
ułóż narty w kształcie odwróconego v .	pon tus esquís en forma de v invertida .
wszyscy chłopcy kochają się w julii .	todos los muchachos se enamoran de julia .
to zupełnie nowy produkt .	es un flamante nuevo producto .
kiedy się obudziłem , słońce już było wysoko .	cuando me desperté , el sol ya estaba alto .
firma abc znów jest na minusie .	la compañía abc está otra vez en números rojos .
ona uczy angielskiego .	ella enseña inglés .
uwaga , dziura w jezdni !	¡ ten cuidado , hay un agujero en la carretera !
ona do wieczora skończy robotę .	ella habrá terminado el trabajo antes del anochecer .
kierowcy muszą znać zasady ruchu drogowego .	los conductores deben conocer las normas de circulación .
samolot przeleciał nad górą .	el avión sobrevoló la montaña .
dziękuję za miły list .	gracias por su amable carta .
wygląda na to , że w młodości był słabego zdrowia .	parece que él de joven era debilucho .
ojciec zachęcał mnie do nauki gry na fortepianie .	mi padre me sugirió aprender piano .
będzie koncert w przyszłą niedzielę .	el próximo domingo hay un concierto .
i co o tym sądzisz ?	¿ qué pensarías tú de esto ?
nie deptać trawników .	prohibido pisar la hierba .
niedotrzymywanie obietnic to brak odpowiedzialności .	romper una promesa es de irresponsables .
zebrał rozmaite informacje .	él reunió varios datos .
kupiłem to tydzień wcześniej .	eso es lo que compré la semana anterior .
kiedyś paliłeś , prawda ?	tú antes fumabas , ¿ no ?
szykowała się do wyjścia z domu .	ella estaba preparándose para salir de casa .
on temu nie podoła .	este trabajo es imposible para él .
to prawie poprawne .	es correcto en general .
w zeszłym tygodniu mama zachorowała na grypę .	mi madre pilló la gripe la semana pasada .
niedziela nie jest dla mnie zwykłym dniem .	el domingo no es un día ordinario para mí .
wyrzucili go ze szkoły , bo się nie uczył .	lo expulsaron de la escuela por no estudiar .
obawiam się , że to nieporozumienie .	parece que hay un malentendido .
mleko kwaśnieje w cieple .	la leche se pudre con el calor .
nancy boi się psów .	nancy tiene miedo a los perros .
czy twoja matka jest w domu ?	¿ está tu madre en casa ?
jajka kupujemy na tuziny .	nosotros compramos los huevos por docenas .
ta historia może wydawać się dziwna , ale jest prawdziwa .	la historia puede sonar extraña , pero es cierta .
ona rzadko wychodzi na dwór .	ella rara vez sale a la calle .
jestem przedsiębiorcą .	soy un empresario .
gdzie jest twój ojciec ?	¿ dónde está tu padre ?
w tym miejscu ?	¿ en este sitio ?
powiedział , że cokolwiek się zdarzy , on jest przygotowany .	él me dijo que está mentalizado para lo que pueda ocurrir .
zapytał żony , czy z nim pójdzie .	él preguntó a su esposa si iría con él .
powinniśmy znieść karę śmierci .	debemos abolir la pena de muerte .
moje kondolencje z powodu śmierci ojca .	mis condolencias por la muerte de su padre .
czy oni uczą się angielskiego ?	¿ ellos aprenden inglés ?
nie rozumiem , co on mówi .	no puedo entender lo que él dice .
dobre zwyczaje należy pielęgnować w dzieciństwie .	los buenos hábitos deben adquirirse en la infancia .
japończycy to pracowity naród .	los japoneses son un pueblo trabajador .
problem w tym , jak zagospodarować te pieniądze .	el problema es cómo debemos administrar este dinero .
w indiach istnieje bogata kultura kulinarna .	la india es una región rica en cultura culinaria .
nie wiem , jak dziękować za pańską życzliwość .	no puedo agradecerle lo suficiente sus numerosas muestras de amabilidad .
obliczyliśmy , że możemy tam dotrzeć w ciągu dwóch tygodni .	previmos que llegaríamos a ese lugar en el plazo de dos semanas .
rozumiesz , kyohei . . . ten problem . . . chodzi o roztwór soli , ale . . .	esto . . . kyohei , este problema . . . va de una solución salina , y . . .
ciągle do mnie dzwoniła .	ella se pasaba el tiempo telefoneándome .
raczej mu się nie uda .	probablemente él no tendrá éxito .
mam nadzieję , że jutro będzie deszcz .	ojalá llueva mañana .
spieszyłem się , więc musiałem wziąć taksówkę .	como iba con prisa , tuve que tomar un taxi .
widziałem to na własne oczy .	lo vi con mis propios ojos .
on zawsze wyłudza ode mnie pieniądze .	ese hombre siempre me gorronea dinero .
dostarczali żywności ofiarom wojny .	ellos proveyeron a las víctimas de la guerra de alimentos .
jogging wyszedł z mody w kalifornii .	hacer footing no está de moda en california .
szkoda , że zaniedbaliśmy jego naukę w czasach szkolnych .	él se arrepiente de no haber estudiado en sus años de escuela .
proszę , zatrzymaj to dla siebie .	guarda el secreto , por favor .
pracownicy czasowi odgrywają znaczącą rolę w rozwoju gospodarki .	los trabajadores a tiempo parcial juegan un importante papel en la economía .
nie wypada gapić się na nieznajomych .	no es correcto mirar fijamente a personas desconocidas .
stali twarzą w twarz .	ellos estaban plantados frente a frente .
między naszymi poglądami są fundamentalne różnice .	tu opinión y la mía tienen diferencias fundamentales .
teraz się nie uczę .	ahora no estoy estudiando .
chciałbym iść na tę imprezę .	quiero ir a la fiesta .
nie mam słów , by ci dziękować .	no tengo palabras para agradecerle .
nie pomógłbyś mi ?	¿ podrías ayudarme un poco ?
ta tajemnica wciąż pozostaje nierozwiązana .	ese misterio sigue sin resolverse .
bolą cię plecy ? nie , niespecjalnie . no , to szczęście w nieszczęściu , co ?	¿ te duele la cadera ? no , nada . bueno , algo es algo .
ona mieszka za granicą .	ella hace vida en el extranjero .
w czasie wycieczki prawie nie jedliśmy ryżu .	durante el viaje apenas comí arroz .
już pora , bym szedł spać .	debería irme a la cama .
nie ma sensu spierać się z takim głupcem .	es inútil discutir con un tipo tan idiota .
nazywam go mike .	yo a él lo llamo mike .
wielu imigrantów w wielkiej brytanii pochodzi z azji .	muchos de los inmigrantes en el reino unido proceden de asia .
mieszka sam w mieszkaniu .	él vive solo en un apartamento .
mogę zobaczyć rozkład jazdy ?	¿ podría mirar el horario , por favor ?
robił karierę w pracy kosztem rodziny .	él sacrificaba a su familia por el trabajo .
jestem w niej zakochany .	estoy enamorado de ella .
zbudowali most .	ellos construyeron un puente .
zapytał ją , czy ona to jane .	él le preguntó a ella si era jane .
on jest teraz w pracy , ale wróci o siódmej .	ahora él está en el trabajo , pero volverá a las siete .
mów , zamieniam się w słuch .	venga , dímelo , soy todo oídos .
cześć , fred , co powiesz na badmintona w czwartek ?	hey , fred . ¿ qué tal jugar al bádminton el jueves ?
krzyczała z przerażenia .	ella dio un grito de terror .
jedną piątą powierzchni ziemi pokrywa wieczna zmarzlina .	una quinta parte de la superficie de la tierra está cubierta por hielos perpetuos .
cieszę się , że mam tylu dobrych przyjaciół .	me alegro de tener muchos buenos amigos .
przyjdzie dzień , że mnie zabraknie na tym świecie .	llegará el día en que yo dejaré este mundo .
czemu jej nie powiedziałeś ?	¿ por qué no se lo dijiste a ella ?
poprosiła brata , żeby wyprowadził jej psa .	ella hizo que su hermano menor sacara al perro a pasear .
już pora iść spać .	ya es hora de dormir .
wkurzasz mnie !	¡ tú me haces enfurecer !
próbowała popełnić samobójstwo .	ella planeó suicidarse .
jeśli dobrze pamiętam , są kuzynami .	si mi memoria es correcta , ellos son primos .
możesz z nim porozmawiać .	puedes hablar con él .
stwierdzili , że pokój jest pusty .	ellos comprobaron que la habitación estaba vacía .
ta firma kupiła kilka nowych samochodów .	esa empresa compró varios coches .
w którym okienku mogę zrobić rezerwację ?	¿ en qué ventanilla se pueden hacer reservas ?
czy mogę przedłużyć pobyt o jeden dzień ?	¿ podría alargar la estancia un día más ?
język to jeden z najważniejszych wynalazków człowieka .	el lenguaje es el invento más importante del ser humano .
w szachy zagramy kiedy indziej .	juguemos de nuevo al ajedrez en otra ocasión .
on może wykonać tę pracę .	él puede hacer ese trabajo .
jak planujesz dotrzeć do domu ?	¿ cómo tienes pensado llegar a casa ?
władza niesie za sobą odpowiedzialność .	el poder conlleva responsabilidades .
drzewa zrzuciły już liście .	los árboles ya han soltado las hojas .
zawieźli go do szpitala helikopterem .	lo transportaron al hospital en helicóptero .
pokazałby mi pan drogę do jego domu ?	explícame el camino para llegar a casa de él .
nie rób tego , czego nie wolno .	no hagas cosas malas .
mogę dostać jeszcze kawy ?	¿ puede ponerme más café ?
wczoraj o tej godzinie oglądałem telewizję .	ayer a esta hora yo estaba viendo la tele .
zajmowała się myciem naczyń .	ella estaba fregando los platos .
ma wszelkie szanse odnieść sukces .	hay bastantes expectativas de que él tenga éxito .
kto mówi po angielsku ?	¿ quién sabe hablar inglés ?
nie rób dwóch rzeczy na raz .	no hagas dos cosas a la vez .
widzę się z mary dziś po południu .	he quedado en ver a mary esta tarde .
